period,GPR,gpr_threats,gpr_acts,total_articles,gpr_article_proportion,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6,cat_7,cat_8,log_GPR,normalized_gpr,product,price,log_price,normalized_price
2013-01-01,90.66,84.14,108.95,27251.0,2.72,0.26,0.02,0.56,0.39,0.44,0.4,0.73,0.62,4.507116245512703,0.327157900090644,WTI Crude Oil,94.76,4.5513473792905845,0.8677154116547011
2013-01-01,90.66,84.14,108.95,27251.0,2.72,0.26,0.02,0.56,0.39,0.44,0.4,0.73,0.62,4.507116245512703,0.327157900090644,UK Brent Crude Oil,112.96,4.727033773744932,0.9349632066019106
2013-02-01,81.59,77.61,85.66,25335.0,2.45,0.23,0.02,0.85,0.6,0.18,0.34,0.61,0.67,4.401706705440709,0.28621446647463983,UK Brent Crude Oil,116.05,4.754021132720446,0.9452932061911713
2013-02-01,81.59,77.61,85.66,25335.0,2.45,0.23,0.02,0.85,0.6,0.18,0.34,0.61,0.67,4.401706705440709,0.28621446647463983,WTI Crude Oil,95.31,4.557134736949535,0.869930648880919
2013-03-01,75.9,81.89,69.4,28202.0,2.28,0.26,0.02,0.75,0.58,0.15,0.28,0.43,0.36,4.3294166844015844,0.2581353981522335,UK Brent Crude Oil,108.47,4.686473637052126,0.9194379306474464
2013-03-01,75.9,81.89,69.4,28202.0,2.28,0.26,0.02,0.75,0.58,0.15,0.28,0.43,0.36,4.3294166844015844,0.2581353981522335,WTI Crude Oil,92.94,4.531954123656832,0.8602922205631663
2013-04-01,95.11,99.52,87.47,26712.0,2.85,0.38,0.0,0.94,0.79,0.23,0.32,0.47,0.66,4.555034116494294,0.34577027775793134,WTI Crude Oil,92.02,4.522005944727322,0.8564843383487944
2013-04-01,95.11,99.52,87.47,26712.0,2.85,0.38,0.0,0.94,0.79,0.23,0.32,0.47,0.66,4.555034116494294,0.34577027775793134,UK Brent Crude Oil,102.25,4.627420794922911,0.8968341688086929
2013-05-01,83.72,75.33,98.23,27718.0,2.51,0.26,0.03,0.65,0.47,0.33,0.26,0.59,0.99,4.427477897577799,0.29622457650594786,UK Brent Crude Oil,102.56,4.63044799317236,0.8979928948886249
2013-05-01,83.72,75.33,98.23,27718.0,2.51,0.26,0.03,0.65,0.47,0.33,0.26,0.59,0.99,4.427477897577799,0.29622457650594786,WTI Crude Oil,94.51,4.548705649006965,0.8667042318364206
2013-06-01,82.97,78.82,86.63,26279.0,2.49,0.29,0.02,0.75,0.5,0.26,0.39,0.58,0.62,4.418479096676194,0.2927292400583466,UK Brent Crude Oil,102.92,4.6339519874135435,0.8993341250217788
2013-06-01,82.97,78.82,86.63,26279.0,2.49,0.29,0.02,0.75,0.5,0.26,0.39,0.58,0.62,4.418479096676194,0.2927292400583466,WTI Crude Oil,95.77,4.561949483533528,0.8717735980290802
2013-07-01,73.98,71.56,72.68,25464.0,2.22,0.19,0.05,0.6,0.26,0.2,0.29,0.36,0.55,4.303794786404308,0.24818327731904294,UK Brent Crude Oil,107.93,4.681482868837255,0.9175276053852937
2013-07-01,73.98,71.56,72.68,25464.0,2.22,0.19,0.05,0.6,0.26,0.2,0.29,0.36,0.55,4.303794786404308,0.24818327731904294,WTI Crude Oil,104.67,4.650812543866793,0.9057878703250816
2013-08-01,90.96,80.74,106.98,26135.0,2.73,0.26,0.04,0.52,0.51,0.34,0.27,0.66,0.74,4.510419849442281,0.32844109407945976,WTI Crude Oil,106.57,4.668802046232865,0.9126737442715147
2013-08-01,90.96,80.74,106.98,26135.0,2.73,0.26,0.04,0.52,0.51,0.34,0.27,0.66,0.74,4.510419849442281,0.32844109407945976,UK Brent Crude Oil,111.28,4.712049547615187,0.9292276676072987
2013-09-01,100.46,100.38,100.16,25986.0,3.01,0.29,0.06,1.07,0.75,0.15,0.42,0.64,0.68,4.609759638321899,0.36702689996232923,WTI Crude Oil,106.29,4.66617120754549,0.9116667334489793
2013-09-01,100.46,100.38,100.16,25986.0,3.01,0.29,0.06,1.07,0.75,0.15,0.42,0.64,0.68,4.609759638321899,0.36702689996232923,UK Brent Crude Oil,111.6,4.71492104994721,0.9303267976828749
2013-10-01,72.95,65.5,78.73,27649.0,2.19,0.18,0.02,0.82,0.6,0.22,0.22,0.55,0.51,4.289774274968795,0.2427373956765438,UK Brent Crude Oil,109.08,4.692081557977388,0.9215844845546709
2013-10-01,72.95,65.5,78.73,27649.0,2.19,0.18,0.02,0.82,0.6,0.22,0.22,0.55,0.51,4.289774274968795,0.2427373956765438,WTI Crude Oil,100.54,4.610555658264429,0.8903786703320539
2013-11-01,77.78,92.5,52.44,26405.0,2.33,0.26,0.05,1.43,1.03,0.21,0.18,0.32,0.34,4.3538843287276014,0.2676391809267154,UK Brent Crude Oil,107.79,4.680184889793537,0.9170307756287901
2013-11-01,77.78,92.5,52.44,26405.0,2.33,0.26,0.05,1.43,1.03,0.21,0.18,0.32,0.34,4.3538843287276014,0.2676391809267154,WTI Crude Oil,93.86,4.541804310366271,0.8640625941204665
2013-12-01,70.37,70.09,66.79,24020.0,2.11,0.27,0.01,1.04,0.49,0.2,0.35,0.44,0.44,4.253767035978457,0.22875137507262533,WTI Crude Oil,97.63,4.58118482323758,0.8791363433581962
2013-12-01,70.37,70.09,66.79,24020.0,2.11,0.27,0.01,1.04,0.49,0.2,0.35,0.44,0.44,4.253767035978457,0.22875137507262533,UK Brent Crude Oil,110.76,4.707365698302761,0.9274348222415323
2014-01-01,77.92,70.48,83.15,25460.0,2.34,0.21,0.04,0.82,0.52,0.15,0.43,0.53,0.56,4.3556826593342794,0.2683376929377142,UK Brent Crude Oil,108.12,4.683241721408247,0.9182008445248625
2014-01-01,77.92,70.48,83.15,25460.0,2.34,0.21,0.04,0.82,0.52,0.15,0.43,0.53,0.56,4.3556826593342794,0.2683376929377142,WTI Crude Oil,94.62,4.549868870203002,0.867149480090916
2014-02-01,69.0,73.28,59.09,24110.0,2.07,0.28,0.02,0.75,0.45,0.24,0.22,0.52,0.45,4.23410650459726,0.2211147829680431,UK Brent Crude Oil,108.9,4.690430029938915,0.9209523262180749
2014-02-01,69.0,73.28,59.09,24110.0,2.07,0.28,0.02,0.75,0.45,0.24,0.22,0.52,0.45,4.23410650459726,0.2211147829680431,WTI Crude Oil,100.82,4.6133367486544845,0.8914431932671447
2014-03-01,119.84,151.67,74.06,26875.0,3.59,0.39,0.04,2.01,0.49,0.07,0.42,0.4,0.45,4.786157519768909,0.43554380027416645,WTI Crude Oil,100.8,4.613138355637268,0.8913672540176533
2014-03-01,119.84,151.67,74.06,26875.0,3.59,0.39,0.04,2.01,0.49,0.07,0.42,0.4,0.45,4.786157519768909,0.43554380027416645,UK Brent Crude Oil,107.48,4.6773047837472905,0.9159283522941559
2014-04-01,93.22,113.14,60.91,25357.0,2.8,0.21,0.06,1.48,0.36,0.18,0.24,0.35,0.49,4.534962290944595,0.3379739297576949,WTI Crude Oil,102.07,4.625658852415407,0.8961597469286071
2014-04-01,93.22,113.14,60.91,25357.0,2.8,0.21,0.06,1.48,0.36,0.18,0.24,0.35,0.49,4.534962290944595,0.3379739297576949,UK Brent Crude Oil,107.76,4.679906532102109,0.9169242281581491
2014-05-01,83.43,91.7,76.15,26575.0,2.5,0.32,0.02,1.23,0.24,0.2,0.38,0.55,0.5,4.424007956913983,0.29487677359244124,UK Brent Crude Oil,109.54,4.696289779355575,0.923195272966669
2014-05-01,83.43,91.7,76.15,26575.0,2.5,0.32,0.02,1.23,0.24,0.2,0.38,0.55,0.5,4.424007956913983,0.29487677359244124,WTI Crude Oil,102.18,4.626735963902652,0.8965720348160925
2014-06-01,98.77,95.32,107.18,25216.0,2.96,0.32,0.02,1.07,0.23,0.25,0.36,0.84,0.55,4.592793914920036,0.36043703182157816,WTI Crude Oil,105.79,4.661455996998683,0.9098618838875238
2014-06-01,98.77,95.32,107.18,25216.0,2.96,0.32,0.02,1.07,0.23,0.25,0.36,0.84,0.55,4.592793914920036,0.36043703182157816,UK Brent Crude Oil,111.8,4.716711560720999,0.9310121546892637
2014-07-01,138.75,162.72,118.55,25494.0,4.16,0.38,0.07,2.14,0.29,0.16,0.37,0.85,0.59,4.932673752626544,0.49245399691838265,UK Brent Crude Oil,106.77,4.670676988190211,0.9133914191528116
2014-07-01,138.75,162.72,118.55,25494.0,4.16,0.38,0.07,2.14,0.29,0.16,0.37,0.85,0.59,4.932673752626544,0.49245399691838265,WTI Crude Oil,103.59,4.640440800070011,0.9018178594300591
2014-08-01,136.45,158.59,112.11,24166.0,4.09,0.42,0.06,1.61,0.13,0.34,0.7,0.57,0.56,4.9159582471543475,0.48596131904319806,UK Brent Crude Oil,101.61,4.62114195549779,0.8944308062291465
2014-08-01,136.45,158.59,112.11,24166.0,4.09,0.42,0.06,1.61,0.13,0.34,0.7,0.57,0.56,4.9159582471543475,0.48596131904319806,WTI Crude Oil,96.54,4.569957430232347,0.874838814087631
2014-09-01,131.56,143.4,120.78,24912.0,3.95,0.24,0.07,1.52,0.29,0.69,0.65,0.79,0.62,4.8794630213208565,0.47178575338572476,WTI Crude Oil,93.21,4.5348550120730655,0.8614025988026736
2014-09-01,131.56,143.4,120.78,24912.0,3.95,0.24,0.07,1.52,0.29,0.69,0.65,0.79,0.62,4.8794630213208565,0.47178575338572476,UK Brent Crude Oil,97.09,4.575638383382054,0.8770133226698278
2014-10-01,83.66,86.33,77.19,26302.0,2.51,0.18,0.04,1.02,0.2,0.32,0.28,0.53,0.47,4.426760966014053,0.295946104179179,WTI Crude Oil,84.4,4.4355674016019115,0.823398102834162
2014-10-01,83.66,86.33,77.19,26302.0,2.51,0.18,0.04,1.02,0.2,0.32,0.28,0.53,0.47,4.426760966014053,0.295946104179179,UK Brent Crude Oil,87.43,4.470838473192799,0.8368988738943178
2014-11-01,84.38,88.47,76.34,24853.0,2.53,0.18,0.04,1.06,0.58,0.24,0.2,0.37,0.43,4.435330406696193,0.29927466747103904,WTI Crude Oil,75.79,4.327966357823938,0.7822114591526153
2014-11-01,84.38,88.47,76.34,24853.0,2.53,0.18,0.04,1.06,0.58,0.24,0.2,0.37,0.43,4.435330406696193,0.29927466747103904,UK Brent Crude Oil,79.44,4.375002019736917,0.8002153834596408
2014-12-01,86.53,81.27,96.24,22965.0,2.6,0.24,0.03,0.71,0.16,0.39,0.38,0.33,0.68,4.460491174618648,0.30904767502288993,WTI Crude Oil,59.29,4.0824406577192764,0.6882311484621437
2014-12-01,86.53,81.27,96.24,22965.0,2.6,0.24,0.03,0.71,0.16,0.39,0.38,0.33,0.68,4.460491174618648,0.30904767502288993,UK Brent Crude Oil,62.34,4.132603274339191,0.7074319828064791
2015-01-01,111.99,83.5,153.34,23877.0,3.36,0.27,0.06,0.92,0.32,0.55,0.4,0.58,1.42,4.718409581594602,0.4092289789841165,UK Brent Crude Oil,47.76,3.8661884690843467,0.6054559120337707
2015-01-01,111.99,83.5,153.34,23877.0,3.36,0.27,0.06,0.92,0.32,0.55,0.4,0.58,1.42,4.718409581594602,0.4092289789841165,WTI Crude Oil,47.22,3.8548175316573667,0.6011034380085508
2015-02-01,111.92,118.23,107.79,21924.0,3.36,0.22,0.01,1.53,0.63,0.53,0.48,0.41,0.85,4.717784330357226,0.4089861173559057,UK Brent Crude Oil,58.1,4.062165663857866,0.6804704528545942
2015-02-01,111.92,118.23,107.79,21924.0,3.36,0.22,0.01,1.53,0.63,0.53,0.48,0.41,0.85,4.717784330357226,0.4089861173559057,WTI Crude Oil,50.58,3.923556241241819,0.6274146766302313
2015-03-01,104.24,117.49,83.63,24277.0,3.13,0.17,0.0,1.88,0.98,0.21,0.3,0.45,0.52,4.6466959328165895,0.3813737865973687,UK Brent Crude Oil,55.89,4.023385473281607,0.6656264900538003
2015-03-01,104.24,117.49,83.63,24277.0,3.13,0.17,0.0,1.88,0.98,0.21,0.3,0.45,0.52,4.6466959328165895,0.3813737865973687,WTI Crude Oil,47.82,3.867443962030179,0.6059364793107145
2015-04-01,102.19,110.19,95.09,23523.0,3.07,0.2,0.0,1.71,0.78,0.28,0.35,0.57,0.77,4.626833825624118,0.3736588979188535,UK Brent Crude Oil,59.52,4.086312390524837,0.689713138542294
2015-04-01,102.19,110.19,95.09,23523.0,3.07,0.2,0.0,1.71,0.78,0.28,0.35,0.57,0.77,4.626833825624118,0.3736588979188535,WTI Crude Oil,54.45,3.9972828493789696,0.6556351420883503
2015-05-01,76.26,77.67,72.86,23389.0,2.29,0.21,0.01,0.88,0.35,0.17,0.32,0.47,0.56,4.334148554429418,0.25997336278268185,WTI Crude Oil,59.27,4.082103275799747,0.6881020081823065
2015-05-01,76.26,77.67,72.86,23389.0,2.29,0.21,0.01,0.88,0.35,0.17,0.32,0.47,0.56,4.334148554429418,0.25997336278268185,UK Brent Crude Oil,64.08,4.160132302760104,0.7179693181766721
2015-06-01,85.91,81.07,88.79,23092.0,2.58,0.19,0.0,1.19,0.38,0.25,0.47,0.39,0.65,4.453300236649965,0.30625455315596517,WTI Crude Oil,59.82,4.091340053201802,0.691637585963589
2015-06-01,85.91,81.07,88.79,23092.0,2.58,0.19,0.0,1.19,0.38,0.25,0.47,0.39,0.65,4.453300236649965,0.30625455315596517,UK Brent Crude Oil,61.48,4.118711918670395,0.7021147637898598
2015-07-01,106.81,120.84,86.17,23099.0,3.2,0.35,0.01,1.72,1.26,0.17,0.45,0.47,0.54,4.671051555101604,0.3908340574943091,WTI Crude Oil,50.9,3.929862923556477,0.6298286966823278
2015-07-01,106.81,120.84,86.17,23099.0,3.2,0.35,0.01,1.72,1.26,0.17,0.45,0.47,0.54,4.671051555101604,0.3908340574943091,UK Brent Crude Oil,56.56,4.0353020215883175,0.6701878085298102
2015-08-01,82.48,85.34,74.03,21222.0,2.47,0.25,0.03,1.5,0.77,0.18,0.39,0.52,0.52,4.412555839708705,0.2904285139734658,WTI Crude Oil,42.87,3.7581722806098856,0.5641103626753814
2015-08-01,82.48,85.34,74.03,21222.0,2.47,0.25,0.03,1.5,0.77,0.18,0.39,0.52,0.52,4.412555839708705,0.2904285139734658,UK Brent Crude Oil,46.52,3.839882327650464,0.595386663299443
2015-09-01,98.77,115.89,79.35,22988.0,2.96,0.45,0.0,1.52,0.62,0.23,0.52,0.5,0.5,4.592793914920036,0.36043703182157816,UK Brent Crude Oil,47.62,3.8632528410587166,0.6043322364519365
2015-09-01,98.77,115.89,79.35,22988.0,2.96,0.45,0.0,1.52,0.62,0.23,0.52,0.5,0.5,4.592793914920036,0.36043703182157816,WTI Crude Oil,45.48,3.8172726688823353,0.586732323836289
2015-10-01,91.93,79.73,108.51,24661.0,2.76,0.38,0.04,0.96,0.34,0.17,0.51,1.02,0.94,4.521027417875663,0.332561311980826,WTI Crude Oil,46.22,3.8334126048462345,0.5929102359479946
2015-10-01,91.93,79.73,108.51,24661.0,2.76,0.38,0.04,0.96,0.34,0.17,0.51,1.02,0.94,4.521027417875663,0.332561311980826,UK Brent Crude Oil,48.43,3.880119456415138,0.6107883009324264
2015-11-01,150.72,113.04,213.99,21900.0,4.52,0.39,0.01,0.7,0.21,0.83,0.46,0.45,2.54,5.015423810828053,0.5245959786818923,UK Brent Crude Oil,44.27,3.7903072467440495,0.5764107210493892
2015-11-01,150.72,113.04,213.99,21900.0,4.52,0.39,0.01,0.7,0.21,0.83,0.46,0.45,2.54,5.015423810828053,0.5245959786818923,WTI Crude Oil,42.44,3.7480913137457823,0.5602516529861516
2015-12-01,148.24,115.22,204.63,20332.0,4.45,0.15,0.01,0.95,0.41,1.09,0.48,0.48,2.66,4.998832581977104,0.5181515726385417,WTI Crude Oil,37.19,3.6160399079369787,0.5097061005664467
2015-12-01,148.24,115.22,204.63,20332.0,4.45,0.15,0.01,0.95,0.41,1.09,0.48,0.48,2.66,4.998832581977104,0.5181515726385417,UK Brent Crude Oil,38.01,3.6378492830011573,0.5180541140070879
2016-01-01,118.21,124.24,109.53,21576.0,3.55,0.28,0.07,1.26,0.62,0.53,0.3,0.3,1.31,4.772462703762286,0.43022442605369643,UK Brent Crude Oil,30.7,3.4242626545931514,0.43629917882694946
2016-01-01,118.21,124.24,109.53,21576.0,3.55,0.28,0.07,1.26,0.62,0.53,0.3,0.3,1.31,4.772462703762286,0.43022442605369643,WTI Crude Oil,31.68,3.455685566946225,0.448326983103579
2016-02-01,103.75,91.32,117.58,20438.0,3.11,0.27,0.01,0.9,0.46,0.37,0.44,0.66,0.9,4.641984159110808,0.37954362782991236,UK Brent Crude Oil,32.18,3.471345141564237,0.4543210264450869
2016-02-01,103.75,91.32,117.58,20438.0,3.11,0.27,0.01,0.9,0.46,0.37,0.44,0.66,0.9,4.641984159110808,0.37954362782991236,WTI Crude Oil,30.32,3.411807560774171,0.4315317203234699
2016-03-01,109.72,98.03,127.77,22091.0,3.29,0.35,0.07,1.04,0.6,0.56,0.33,0.21,1.36,4.697931666069403,0.4012748965137111,UK Brent Crude Oil,38.21,3.6430972614588084,0.5200628920931974
2016-03-01,109.72,98.03,127.77,22091.0,3.29,0.35,0.07,1.04,0.6,0.56,0.33,0.21,1.36,4.697931666069403,0.4012748965137111,WTI Crude Oil,37.55,3.6256733782101436,0.5133935211864207
2016-04-01,85.22,80.82,93.12,21517.0,2.56,0.24,0.06,0.84,0.68,0.37,0.32,0.59,0.96,4.445236148071766,0.30312227997509783,WTI Crude Oil,40.75,3.7074558396868715,0.5446975400135254
2016-04-01,85.22,80.82,93.12,21517.0,2.56,0.24,0.06,0.84,0.68,0.37,0.32,0.59,0.96,4.445236148071766,0.30312227997509783,UK Brent Crude Oil,41.58,3.727619282429867,0.5524155370002705
2016-05-01,88.33,84.46,93.64,21967.0,2.65,0.31,0.03,0.93,0.31,0.26,0.3,0.43,0.9,4.4810798007570405,0.3170447599828117,WTI Crude Oil,46.71,3.8439582745140166,0.5969468207592579
2016-05-01,88.33,84.46,93.64,21967.0,2.65,0.31,0.03,0.93,0.31,0.26,0.3,0.43,0.9,4.4810798007570405,0.3170447599828117,UK Brent Crude Oil,46.74,3.844600329110712,0.5971925811438201
2016-06-01,90.17,80.51,100.86,21187.0,2.7,0.15,0.02,0.72,0.26,0.38,0.38,0.26,1.13,4.501696777511816,0.3250528569590939,UK Brent Crude Oil,48.25,3.876395827784995,0.6093630009519861
2016-06-01,90.17,80.51,100.86,21187.0,2.7,0.15,0.02,0.72,0.26,0.38,0.38,0.26,1.13,4.501696777511816,0.3250528569590939,WTI Crude Oil,48.76,3.8869103046130706,0.6133876460242906
2016-07-01,114.61,97.1,145.15,20363.0,3.44,0.25,0.03,0.71,0.39,0.49,0.45,0.31,1.63,4.741535060508608,0.4182114345579403,WTI Crude Oil,44.65,3.798854307322508,0.5796822946904027
2016-07-01,114.61,97.1,145.15,20363.0,3.44,0.25,0.03,0.71,0.39,0.49,0.45,0.31,1.63,4.741535060508608,0.4182114345579403,UK Brent Crude Oil,44.95,3.8055507609176296,0.5822455081915783
2016-08-01,98.74,82.44,121.45,19348.0,2.96,0.25,0.01,0.77,0.39,0.3,0.45,0.52,0.88,4.592490132830717,0.36031903603296855,UK Brent Crude Oil,45.84,3.8251570724064843,0.5897502510532473
2016-08-01,98.74,82.44,121.45,19348.0,2.96,0.25,0.01,0.77,0.39,0.3,0.45,0.52,0.88,4.592490132830717,0.36031903603296855,WTI Crude Oil,44.72,3.8004208288468435,0.5802819149317772
2016-09-01,104.55,95.49,121.15,19836.0,3.14,0.28,0.08,0.93,0.76,0.49,0.4,0.47,1.14,4.649665425874643,0.38252720441716515,WTI Crude Oil,45.18,3.810654511039857,0.5841990797401739
2016-09-01,104.55,95.49,121.15,19836.0,3.14,0.28,0.08,0.93,0.76,0.49,0.4,0.47,1.14,4.649665425874643,0.38252720441716515,UK Brent Crude Oil,46.57,3.840956556994286,0.5957978479837437
2016-10-01,85.75,79.65,100.31,20374.0,2.57,0.27,0.16,0.64,0.23,0.3,0.37,0.81,0.81,4.45143608604605,0.3055304751792515,UK Brent Crude Oil,49.52,3.9023766283763406,0.6193077183910202
2016-10-01,85.75,79.65,100.31,20374.0,2.57,0.27,0.16,0.64,0.23,0.3,0.37,0.81,0.81,4.45143608604605,0.3055304751792515,WTI Crude Oil,49.78,3.907613296939446,0.6213121673685972
2016-11-01,82.92,81.23,83.98,19501.0,2.49,0.33,0.07,0.8,0.4,0.32,0.23,0.56,0.52,4.417876287567579,0.2924950954571575,WTI Crude Oil,45.66,3.821222641101649,0.5882442617565623
2016-11-01,82.92,81.23,83.98,19501.0,2.49,0.33,0.07,0.8,0.4,0.32,0.23,0.56,0.52,4.417876287567579,0.2924950954571575,UK Brent Crude Oil,44.73,3.8006444174447567,0.5803674983386863
2016-12-01,102.18,93.94,113.98,18631.0,3.06,0.31,0.07,0.8,0.46,0.38,0.5,0.46,0.98,4.626735963902652,0.37362088622756207,WTI Crude Oil,51.97,3.9506666290203505,0.6377917681741286
2016-12-01,102.18,93.94,113.98,18631.0,3.06,0.31,0.07,0.8,0.46,0.38,0.5,0.46,0.98,4.626735963902652,0.37362088622756207,UK Brent Crude Oil,53.31,3.9761239308346696,0.6475361050514126
2017-01-01,105.2,108.28,103.17,19744.0,3.16,0.3,0.12,1.16,0.4,0.4,0.36,0.31,1.01,4.65586330030361,0.38493459809395586,UK Brent Crude Oil,54.58,3.9996675152801924,0.6565479249139133
2017-01-01,105.2,108.28,103.17,19744.0,3.16,0.3,0.12,1.16,0.4,0.4,0.36,0.31,1.01,4.65586330030361,0.38493459809395586,WTI Crude Oil,52.5,3.960813169597578,0.641675577630633
2017-02-01,114.21,125.66,97.15,18158.0,3.43,0.24,0.04,1.44,0.71,0.49,0.37,0.42,0.99,4.738038859062516,0.4168534313665928,UK Brent Crude Oil,54.87,4.004966751070884,0.6585763228609266
2017-02-01,114.21,125.66,97.15,18158.0,3.43,0.24,0.04,1.44,0.71,0.49,0.37,0.42,0.99,4.738038859062516,0.4168534313665928,WTI Crude Oil,53.47,3.97912074896064,0.6486832024772279
2017-03-01,96.64,95.84,95.67,20804.0,2.9,0.3,0.04,0.81,0.59,0.39,0.38,0.42,0.81,4.570992734186505,0.3519689634142576,UK Brent Crude Oil,51.59,3.9433278552565585,0.6349826926349315
2017-03-01,96.64,95.84,95.67,20804.0,2.9,0.3,0.04,0.81,0.59,0.39,0.38,0.42,0.81,4.570992734186505,0.3519689634142576,WTI Crude Oil,49.33,3.8985324152456466,0.6178362620659633
2017-04-01,119.46,127.45,108.07,19034.0,3.58,0.41,0.04,1.18,0.82,0.25,0.41,0.47,0.73,4.7829815873041595,0.4343101967507038,UK Brent Crude Oil,52.31,3.95718755738252,0.640287795568433
2017-04-01,119.46,127.45,108.07,19034.0,3.58,0.41,0.04,1.18,0.82,0.25,0.41,0.47,0.73,4.7829815873041595,0.4343101967507038,WTI Crude Oil,51.06,3.9330014118133376,0.6310300214371393
2017-05-01,102.58,102.35,99.7,19696.0,3.08,0.25,0.03,0.95,0.53,0.35,0.22,0.23,0.95,4.630642981961122,0.3751384598210361,WTI Crude Oil,48.48,3.881151341761059,0.6111832775290323
2017-05-01,102.58,102.35,99.7,19696.0,3.08,0.25,0.03,0.95,0.53,0.35,0.22,0.23,0.95,4.630642981961122,0.3751384598210361,UK Brent Crude Oil,50.33,3.9186013207882686,0.6255180728796963
2017-06-01,126.79,113.17,146.67,19380.0,3.8,0.26,0.0,1.49,0.42,0.54,0.36,0.34,1.46,4.842532174539857,0.4574409827650774,UK Brent Crude Oil,46.37,3.8366526984033693,0.5941504523450395
2017-06-01,126.79,113.17,146.67,19380.0,3.8,0.26,0.0,1.49,0.42,0.54,0.36,0.34,1.46,4.842532174539857,0.4574409827650774,WTI Crude Oil,45.18,3.810654511039857,0.5841990797401739
2017-07-01,102.81,125.6,71.96,18873.0,3.08,0.29,0.0,1.54,0.9,0.24,0.32,0.29,0.36,4.632882624554627,0.3760083873227415,UK Brent Crude Oil,48.48,3.881151341761059,0.6111832775290323
2017-07-01,102.81,125.6,71.96,18873.0,3.08,0.29,0.0,1.54,0.9,0.24,0.32,0.29,0.36,4.632882624554627,0.3760083873227415,WTI Crude Oil,46.63,3.8422441108202294,0.5962906872610221
2017-08-01,138.53,160.02,108.44,18724.0,4.16,0.5,0.06,1.78,1.36,0.27,0.43,0.41,0.95,4.931086908669788,0.4918376310737161,UK Brent Crude Oil,51.7,3.9454577815143836,0.6357979683122755
2017-08-01,138.53,160.02,108.44,18724.0,4.16,0.5,0.06,1.78,1.36,0.27,0.43,0.41,0.95,4.931086908669788,0.4918376310737161,WTI Crude Oil,48.04,3.872033997211783,0.6076934152740922
2017-09-01,115.53,142.14,84.1,20027.0,3.47,0.26,0.03,1.73,1.54,0.26,0.4,0.33,0.62,4.749530236494927,0.42131694053985186,UK Brent Crude Oil,56.15,4.0280266811844525,0.667403013491072
2017-09-01,115.53,142.14,84.1,20027.0,3.47,0.26,0.03,1.73,1.54,0.26,0.4,0.33,0.62,4.749530236494927,0.42131694053985186,WTI Crude Oil,49.82,3.9084165098340344,0.6216196146026417
2017-10-01,91.46,109.23,69.16,24642.0,2.74,0.37,0.01,1.4,0.84,0.23,0.43,0.35,0.45,4.515901718229909,0.33057037507854775,UK Brent Crude Oil,57.51,4.051958845725663,0.6765635708507279
2017-10-01,91.46,109.23,69.16,24642.0,2.74,0.37,0.01,1.4,0.84,0.23,0.43,0.35,0.45,4.515901718229909,0.33057037507854775,WTI Crude Oil,51.58,3.9431340004531985,0.6349084904856622
2017-11-01,92.6,103.94,80.12,23764.0,2.78,0.27,0.0,0.9,0.6,0.13,0.33,0.26,0.64,4.528289141652134,0.3353819286458509,WTI Crude Oil,56.64,4.036715449385464,0.6707288288118326
2017-11-01,92.6,103.94,80.12,23764.0,2.78,0.27,0.0,0.9,0.6,0.13,0.33,0.26,0.64,4.528289141652134,0.3353819286458509,UK Brent Crude Oil,62.71,4.138520924554929,0.709697092347336
2017-12-01,82.72,95.91,62.66,21886.0,2.48,0.39,0.04,1.0,0.62,0.25,0.44,0.09,0.54,4.415461410760119,0.2915571030497383,UK Brent Crude Oil,64.37,4.164647686064525,0.7196976795077065
2017-12-01,82.72,95.91,62.66,21886.0,2.48,0.39,0.04,1.0,0.62,0.25,0.44,0.09,0.54,4.415461410760119,0.2915571030497383,WTI Crude Oil,57.88,4.058371901763283,0.6790183077627254
2018-01-01,92.43,107.64,75.67,23050.0,2.77,0.27,0.05,0.99,0.68,0.27,0.32,0.42,0.56,4.526451601276686,0.33466818667973025,UK Brent Crude Oil,69.08,4.235265253278478,0.7467280918195075
2018-01-01,92.43,107.64,75.67,23050.0,2.77,0.27,0.05,0.99,0.68,0.27,0.32,0.42,0.56,4.526451601276686,0.33466818667973025,WTI Crude Oil,63.7,4.154184562578117,0.7156926910456995
2018-02-01,64.49,74.68,52.0,21506.0,1.93,0.26,0.06,0.94,0.28,0.17,0.23,0.38,0.35,4.166510173022286,0.19485884908734247,UK Brent Crude Oil,65.32,4.179298268102264,0.7253055089573976
2018-02-01,64.49,74.68,52.0,21506.0,1.93,0.26,0.06,0.94,0.28,0.17,0.23,0.38,0.35,4.166510173022286,0.19485884908734247,WTI Crude Oil,62.23,4.130837198581126,0.7067559788346951
2018-03-01,111.96,146.93,64.56,24954.0,3.36,0.46,0.03,1.46,0.76,0.08,0.46,0.28,0.39,4.718141664647253,0.40912491402243556,UK Brent Crude Oil,66.02,4.189957726425047,0.7293856488553401
2018-03-01,111.96,146.93,64.56,24954.0,3.36,0.46,0.03,1.46,0.76,0.08,0.46,0.28,0.39,4.718141664647253,0.40912491402243556,WTI Crude Oil,62.73,4.138839802108651,0.7098191496780278
2018-04-01,123.26,146.4,94.31,23153.0,3.7,0.45,0.04,1.3,0.55,0.06,0.43,0.58,0.43,4.814295945534097,0.44647339703162275,UK Brent Crude Oil,72.11,4.2781927309286685,0.7631595190998427
